rsum gene_name
2996 Polg2
2994 4931415C17Rik
2994 Map3k21
2993 H2-T24
2992 Ccdc78
2991 B230303O12Rik
2987 Tmem53
2987 Dusp5
2984 Angptl3
2984 Gm26703
2984 Zfp619
2983 Gm29358
2983 Mdfic
2983 Msn
2982 Dolk
2981 Pard6b
2981 Enpp1
2981 3110083C13Rik
2978 Pex10
2978 Slc25a15
2977 Ramp3
2977 Hs3st3b1
2975 Gm37571
2975 Tedc2
2971 Nat8f1
2971 Zfp580
2970 2900052N01Rik
2969 Gm19585
2968 C920006O11Rik
2966 Slc2a2
2966 Snhg10
2966 Nanos1
2963 Psme2
2963 Rad1
2962 Paqr4
2961 Mageh1
2960 Meak7
2960 Gm37850
2960 Marveld1
2955 Wdr54
2954 Gm26881
2945 Lrrc23
2944 Gm31645
2943 Als2cl
2943 Gm20208
2943 Ifit1bl2
2942 Rfc5
2940 Neurod1
2939 Dcn
2938 Ptch2
2938 Gm5468
2937 Asb18
2937 Nmb
2936 Frzb
2935 Gm48293
2935 Map3k15
2933 Noc4l
2932 Gm34304
2932 Mageb18
2931 Gm42953
2926 Ccdc71l
2926 Gm26621
2924 Gm50196
2922 Bbc3
2922 Gm15345
2922 Gla
2921 Cdr2
2920 Col6a4
2919 Gm31135
2919 Aifm2
2918 Lrrc61
2915 Acat3
2913 Exd1
2913 Gm43672
2913 Tacc3
2912 Prelid3b
2908 Nr2e1
2908 Runx1
2907 Mmp15
2906 Pecam1
2905 Cdpf1
2904 Adamts15
2903 Sdc4
2902 Timm10
2901 Rad9a
2900 Vcam1
2900 Gm43920
2899 1700030J22Rik
2899 Chaf1a
2898 Zfp786
2897 Gm4988
2896 Gm12473
2896 C030014I23Rik
2895 Zc2hc1c
2894 Gm49085
2893 Pxmp2
2892 Pola2
2888 Gm12915
2887 Pnrc2
2886 Gm17501
2885 Slc2a9
2884 Vwa3b
2884 Wnt2
2884 Cyb561a3
2883 Gm19705
2883 Pierce2
2882 Gm56590
2880 Cdc25a
2879 Parp3
2878 Gm15581
2878 0610009B22Rik
2876 Rpusd3
2876 Adcyap1
2875 Gm49127
2874 Vstm4
2870 Gm47689
2868 Gm14440
2868 Gm17092
2868 Dbr1
2868 Gm49932
2865 Gm12526
2863 Clic5
2863 Scml2
2862 Unc93b1
2861 Ankdd1a
2861 Efs
2860 Gm33045
2859 Adam1a
2857 Sec1
2857 Fam120aos
2856 Ptges
2854 Gm56936
2852 Mocos
2849 Tmprss7
2848 Slc29a4
2847 Gm57462
2845 Odad4
2844 Bbox1
2844 Mrm2
2844 Gtf3a
2844 Zfyve21
2842 1700001O22Rik
2841 Gm26779
2839 Gm14320
2839 Pno1
2835 Spsb4
2835 Dhrs11
2834 Cand2
2829 Gm43329
2829 Gm35339
2828 H2-K1
2827 Mgat2
2827 Triobp
2826 Lamb3
2826 Il12rb2
2825 Kash5
2824 Zfp689
2823 Zfp57
2822 Rcn1
2822 Zfp78
2822 Ebp
2821 6530437J22Rik
2821 Gm34854
2819 Sec61b
2818 Tefm
2815 Adamts4
2814 Gm42664
2814 3200001D21Rik
2813 AW047730
2812 A930001M01Rik
2811 Zfp354b
2811 Atg101
2810 Plekhn1
2809 Fdxacb1
2809 A130023E24Rik
2808 Pmp22
2808 Gng5c
2808 Or10h1b
2805 Gm54798
2804 Relt
2803 Smcr8
2803 Gm41231
2800 Grip1os1
2799 Gm42707
2799 Gltp
2799 Cfap97d2
2799 Ndufaf8
2799 Ap1g2
2798 Nanos3
2798 Isl1
2798 Ccl28
2798 A230051N06Rik
2795 Gm10790
2795 2010320O07Rik
2794 Cercam
2794 Ttc16
2793 D130009I18Rik
2790 Hspa12b
2788 Fbln5
2787 Gm14329
2786 Carmil2
2786 Oard1
2785 Gm26879
2782 Prox2os
2781 Pappa2
2781 Clnk
2780 Bend5
2776 Harbi1
2776 Gm6297
2776 Sesn2
2776 Selenok-ps1
2774 A4galt
2773 Lysmd1
2769 Smim18
2764 Pfn1
2763 Vamp5
2763 Krt20
2763 Zfp870
2762 Gm49878
2760 Rrs1
2760 Tlr3
2760 Gm50012
2758 Suv39h2
2757 C030013E06Rik
2756 Mad2l2
2756 Trim43c
2754 Gm13528
2754 Xrcc2
2754 Rtl6
2752 Syde2
2751 Gm17586
2748 Gm17750
2747 Pdyn
2745 D930015M05Rik
2744 Fam161a
2744 Dhrs4
2744 Cmbl
2742 Gm47096
2741 Frrs1
2741 Mef2b
2739 Gm48604
2738 Gm13031
2738 1700030F04Rik
2737 Aurkaip1
2735 Myzap
2734 Gcc1
2734 R3hcc1
2733 A030001D20Rik
2733 Nudt16
2733 Gm10778
2733 Cdk2ap2
2732 Neb
2732 Gm31615
2732 Hmgb3
2731 1110018N20Rik
2728 Ednra
2727 Hes6
2727 Nfil3
2726 Fgf22
2725 Xaf1
2724 Or11l3
2723 Tmem159
2722 Nudt18
2722 Uqcc3
2720 Gm11290
2719 Gm45447
2718 Psrc1
2717 Gm10644
2717 4930592A05Rik
2716 Gm15809
2714 Gm39150
2713 Gm7467
2712 A830092H15Rik
2712 4933405D12Rik
2712 Gm43138
2712 Aldh1a2
2712 Eno4
2711 Hbegf
2710 Arhgdib
2710 Gm41409
2710 A330072L02Rik
2706 Gm26953
2705 1700121C08Rik
2705 B930046K06Rik
2705 Snrnp35
2704 Ccdc142
2704 Gm44079
2704 Gm14377
2704 Coa6
2703 Gm14286
2703 Gm43066
2703 AA465934
2703 Gm47551
2702 Ciao2b
2702 Zfp229
2702 Pcdhb7
2701 Igsf9
2701 BC024978
2701 Shroom1
2701 Gm26861
2700 Fam227b
2700 Ccne1
2699 Anxa4
2698 Polr2d
2694 Pard3bos1
2694 Mansc1
2693 9030407P20Rik
2692 9630001P10Rik
2692 Pus1
2690 Foxo6
2690 Impdh2
2689 Plekha4
2687 Gm14393
2686 Zfp599
2686 Cenpx
2685 Trmo
2684 Gm32592
2684 Zfp418
2682 Slc26a7
2682 Nfkbid
2681 Gm29266
2680 Col18a1
2679 Zfp984
2679 Ccnb2
2678 Triap1
2677 S100a1
2675 Brf2
2675 Sf3a2
2675 Unc119
2671 Wdr46
2671 Frmd7
2670 Angel1
2669 Gm47018
2669 Prdm9
2668 Pcna
2668 Grip1os3
2666 Twist2
2666 Gm48228
2665 Mmel1
2663 Sema4c
2662 Smpdl3b
2661 Gm42696
2656 Ctsk
2656 Rtl8b
2655 Kcns1
2655 Pou5f2
2654 Trim65
2654 Sla
2653 Stk17b
2652 E2f1
2650 Gm15726
2649 Lrrc27
2648 Wnt7a
2648 Gm44987
2646 Ccdc150
2646 Gm47270
2645 Eme2
2641 Trp53rka
2641 6330415G19Rik
2640 Prrg2
2640 Zfp623
2639 Tmem43
2639 Gm16068
2638 4930563F08Rik
2638 Gm2897
2637 Dapk2
2635 Tmem160
2632 Dnaaf4
2631 Tmem97
2631 Aanat
2630 Gm49980
2629 Gm16310
2628 Ccdc81
2626 BC055324
2624 Klhl21
2624 Arrdc2
2624 Gm26713
2623 Podn
2621 Plcg2
2621 Prr5
2620 Gm15632
2616 Ufsp1
2614 Ankrd23
2614 Naa38
2614 Six3os1
2613 Gm57084
2612 Ankrd63
2610 Catsperg1
2610 Tube1
2609 Gm16572
2607 Rdh5
2606 Gm42829
2606 B9d2
2606 Gm36839
2605 9430065F17Rik
2604 Wdr38
2604 Gm46404
2601 Nlrx1
2601 Ankrd34c
2600 Cfap141
2600 Apoa1
2599 Gm41760
2598 Ttc41
2597 2500004C02Rik
2597 Btbd6
2596 Hpn
2596 S1pr3
2596 Gm35554
2595 S100a10
2595 Samd1
2593 9530082P21Rik
2593 Csf1r
2590 2010204K13Rik
2589 1700087M22Rik
2589 Sipa1
2588 Ifih1
2588 Alkbh7
2587 Gpr75
2585 Naglu
2584 Cd44
2583 Gm5106
2583 Col1a2
2583 Nfkbib
2580 Gm28501
2579 Gm57039
2577 Gm2237
2576 Gm30606
2575 Gm34667
2574 Zfp105
2574 Tnfsf13os
2572 2010109A12Rik
2572 Fastkd3
2570 Gm44618
2570 Tnfsf12
2569 Tbc1d22bos
2567 Cep41
2567 Ppil1
2566 1700019A02Rik
2566 Gm47512
2565 Gldn
2564 Vwa1
2562 Gm48086
2560 Prss35
2559 Cd55
2559 Glmp
2559 Nde1
2558 Fibcd1
2556 Palb2
2556 Btbd17
2556 Gm56624
2555 Gm47760
2554 Gm42701
2554 Alg3
2553 Gm8066
2552 Gm17529
2551 Gm57397
2551 0610009L18Rik
2550 Gm57162
2550 Thrsp
2549 Ppp1r26
2549 Wnk4
2548 Ccdc9b
2546 Tfap2b
2546 Siglech
2546 9430037G07Rik
2545 Ifit2
2544 Stx19
2543 Gm45509
2543 Lrrc10b
2542 Ankrd34a
2542 Gm20559
2538 Mkks
2538 Rnd2
2538 Zic5
2535 Sstr3
2534 Slc39a1
2532 Gm20536
2532 Gm44649
2531 Hey1
2531 Acot6
2531 Zic2
2531 Cetn2
2530 Gm17090
2530 5033417F24Rik
2530 Dcdc2c
2529 Slco2b1
2528 2510017J16Rik
2527 Tfpi
2526 Rec8
2525 Rsph1
2524 Myo7a
2523 Fkbp1b
2522 Hydin
2522 Kcnj16
2521 Amer3
2521 Gm45790
2521 Dnase1l2
2520 Paqr6
2520 Gm42948
2519 Gm16223
2518 Gm15418
2518 Ston1
2516 Gm26594
2516 Gm50462
2514 D930048N14Rik
2511 Myo15a
2511 Gm15912
2510 Nectin2
2510 Nsmce4a
2509 Gm29361
2507 Gm16701.1
2507 Klhdc9
2507 Gm56773
2507 Gm42705
2506 Mcrip2
2506 Akap14
2505 Zfp422
2505 Nherf1
2503 Arid5a
2503 9330104G04Rik
2503 Gm26559
2502 Igf2bp2
2501 Gm38572
2501 Tmem204
2500 D630003M21Rik
2500 Sync
2500 Mzt2
2498 5830448L01Rik
2496 Grtp1
2495 1700113A16Rik
2495 Speer6-ps1
2495 Pcdhgb5
2494 Apobec3
2493 Col5a3
2493 Gm3435
2491 Inafm2
2491 Cbln4
2491 2610306M01Rik
2491 Pth1r
2491 3632454L22Rik
2490 Gm26979
2490 Aga
2490 Gm15564
2489 4921531C22Rik
2489 Gm57231
2489 Gm10767
2486 Tmem115
2485 Dnah17
2485 Gm49708
2483 Gm56811
2483 Cdc34
2481 Niban1
2481 Gm42997
2481 Pih1d1
2480 Nmi
2478 Acy1
2477 Dtl
2477 Gm14508
2476 Mylk3
2474 Gm20878
2474 Syne4
2474 Klhl25
2474 Egfl6
2473 Gm43598
2470 Gm56816
2468 Kif15
2468 Tcf7
2467 Smco4
2466 Gm30504
2466 Slc25a35
2465 Gm42595
2465 Gask1a
2465 Gm56728
2465 Zbtb33
2463 BB218582
2463 Tufm
2462 Bank1
2461 Eno3
2461 C230013L11Rik
2461 Nudt11
2460 Evpl
2460 Aard
2458 Samd3
2456 Rnf5
2454 Ggta1
2454 Them6
2453 Gm26964
2452 Myh7b
2452 Slc16a9
2451 Cdca7l
2450 Gm57200
2447 Gm47728
2447 Gm36445
2446 Gm47814
2445 Gm57305
2445 Dgat2l6
2444 Gm20149
2443 Pcsk4
2443 Fbxw10
2441 Zfp781
2439 Gm48302
2438 Lmcd1
2436 Vash2
2436 Apol8
2435 Ppdpf
2435 Ptpn22
2434 Gm43328
2432 Gm34343
2432 Art3
2432 Poglut3
2431 Ttll12
2428 Dcaf12l1
2426 Fbxo47
2426 5730405O15Rik
2425 Sdhaf1
2425 Gm48708
2424 Mpp4
2424 Shox2
2424 Gm20274
2424 Gm31087
2423 6330418K02Rik
2423 Gm31218
2419 Paqr5
2418 Brd3os
2418 Gm4651
2418 Il27
2418 Metrn
2417 Slc12a4
2415 1700042O10Rik
2414 1700026F02Rik
2414 Col7a1
2413 Itgb4
2413 Xrcc3
2412 Shmt2
2411 Vasp
2411 Cdc42ep2
2410 Fbxo6
2410 Gm16178
2410 Thtpa
2410 Jpt2
2409 Ecm1
2409 Gm15397
2407 A430027H14Rik
2407 Gm43848
2405 Haus7
2404 Atf5
2404 Rbp1
2403 Mettl18
2403 Cad
2402 Acacb
2402 Gm40518
2398 Mmrn2
2397 Ccdc115
2397 Gal3st4
2397 Cebpzos
2396 Cfap206
2396 Zfp111
2396 Adamts5
2396 Arxes1
2395 Gm9934
2395 Bcdin3d
2394 Gm7580
2394 Il4
2394 Zfp652os
2393 Tex30
2390 Prcd
2390 Gm26531
2389 Tnfrsf9
2387 Cln6
2387 Esrrb
2387 Mrpl49
2386 Gm28154
2386 Lppos
2385 AV099323
2383 Gm50431
2382 Otud1
2381 Arl10
2381 H2-K2
2379 Gm15942
2376 Pipox
2375 A430105J06Rik
2375 Nanp
2375 Gins3
2375 Cmpk2
2374 A930006K02Rik
2372 Cav2
2372 Ddit4
2371 Sox5os2
2370 Gm56546
2368 Mrpl44
2368 Pygm
2367 Lmf2
2366 Plekho2
2366 Zfp759
2364 Tmem74b
2364 Gm56796
2362 Cfap45
2359 Rflnb
2359 Efnb1
2358 Gm9725
2358 Gm57059
2357 Gm29282
2354 4930533B01Rik
2354 Casp6
2354 Cfap90
2352 Gm57027
2351 Cyb5r3
2351 Emp2
2351 Pcdhga5
2350 1700017B05Rik
2350 Gm48748
2350 C030004G16Rik
2349 Adam21
2349 Rnf113a2
2348 4930525C09Rik
2347 Zscan2
2347 Mycbpap
2347 Lpxn
2347 Gm26952
2346 Etfbkmt
2345 Gm43560
2344 Toe1
2344 Ccdc189
2343 Ppp1r3e
2342 Prrt4
2342 Calb2
2341 Sspn
2339 Gm3558
2336 Gm56890
2335 Prg4
2335 Eid2
2335 Smim35
2334 Ybx2
2334 Tubb2b
2333 Gm15477
2333 Tmc6
2332 Dmac1
2331 Sp9
2329 Haus5
2327 Dnah6
2327 Gm47033
2326 Slc38a11
2326 B230110C06Rik
2324 Casc1
2324 Pnpla2
2323 Gm32304
2323 Gm16364.1
2323 Utp23
2321 Gm13421
2321 Ogfod3
2319 Zfp658
2318 Cdca4
2313 Rapgef4os2
2313 Zfp982
2313 Acsf2
2312 Kmo
2312 Fam78a
2312 Htr1d
2312 Gpt
2311 Gm48770
2310 Edaradd
2309 Hpgd
2308 Gm13270
2308 Chn1os3
2307 Gm13791
2306 Tram2
2305 Nipsnap3b
2305 Lsm2
2304 Jsrp1
2304 Nudt12
2303 Hsd3b3
2303 Pigbos1
2303 4930445E18Rik
2303 Rps6ka4
2302 Gm56589
2300 Gm3095
2298 Gm10421
2297 Gm24474
2295 Gm35546
2294 C030018K13Rik
2292 Gm42937
2292 Cacna2d4
2292 Rin3
2290 Tbx18
2289 D830025C05Rik
2289 Foxd1
2288 Aldh16a1
2288 ENSMUSG00000121378
2287 Med29
2286 Gm26781
2285 Creld2
2285 Ino80c
2284 Nbl1
2284 Erg
2283 Gm57453
2283 4930481A15Rik
2282 Galm
2281 Igsf6
2280 Stab2
2279 Htr5a
2279 Cmtm7
2277 Ptprc
2275 Gm45890
2272 Col22a1
2272 Tceal8
2271 Nostrin
2271 Smim30
2271 Rbm15b
2270 Dusp19
2270 1700003E16Rik
2269 Neu4
2269 Tacr3
2268 1700027H10Rik
2267 2900060B14Rik
2264 Spr
2264 Zfp558
2263 AA986860
2262 Gm37305
2261 Cyp2s1
2260 Ccdc163
2260 Cxcl12
2260 Ak7
2260 Gm36146
2260 Npm3
2259 Trmt12
2259 1700056N10Rik
2258 Sp100
2257 Gm11802
2257 Heph
2256 Gm11696
2252 Rgs19
2252 Itgb3
2252 Nckap1l
2251 Vsig10
2251 Eef1akmt2
2250 Gm13266
2250 Gm9885
2250 Gm16982
2249 Clec2d
2249 Cdc42ep4
2248 Rsl1
2247 Spata32
2245 Atp7b
2245 Thap1
2245 Mcm4
2243 Gm48393
2242 Zfp688
2242 Tbcc
2241 Ppp1r3c
2240 Slc25a10
2239 Frs3
2237 Gm15510
2237 Dynlt1b
2236 1700054A03Rik
2234 Fosb
2234 Btd
2234 Map3k8
2233 ENSMUSG00000121487
2233 Zfp85
2233 Gm16046
2232 Pdgfrl
2232 Cspg4b
2230 Htr6
2229 Slc8b1
2229 Ssc5d
2229 Erbb3
2229 1700007J10Rik
2229 P2rx6
2228 Gm43569
2226 Susd5
2226 Siva1
2224 Mafb
2224 Vat1
2223 Msl3l2
2222 Rprm
2222 Trip6
2222 B930059L03Rik
2221 4933427D14Rik.1
2219 4933412E12Rik
2219 Gm10432
2218 Gm9916
2218 ENSMUSG00000121393
2217 Fndc8
2216 Gm2449
2215 Gm29325
2215 Ccdc71
2213 Ppp1r42
2212 Nat8f6
2210 Zc3hav1l
2210 Serf1
2210 Gm16299
2209 Gm15663
2209 Zbtb39
2209 Cldn14
2207 A430035B10Rik
2206 Gm10130
2206 Emcn
2206 Epo
2203 Gm44053
2202 Kif18a
2200 Ifit1bl1
2200 E330013P04Rik
2199 Proser3
2199 B530045E10Rik
2198 Gm57446
2198 Gssos1
2198 Spag4
2198 2010009K17Rik
2198 BB187676
2197 Cdc42ep1
2196 Trim30a
2196 Mfsd4b1
2195 6230426M11Rik
2194 Tlnrd1
2194 4930527F14Rik
2194 Hpse2
2193 Slc40a1
2193 D130020L05Rik
2193 Gm56908
2192 Tcn2
2191 Gm14033
2191 Ier2
2191 1700063D05Rik
2191 Dgkk
2190 Gm42744
2190 Prom1
2190 Gm56555
2190 Gm266
2189 Msrb1
2187 Fam205c
2186 9530097N15Rik
2185 Cav1
2184 Kcnq1
2184 Adgrg2
2183 Gm40493
2183 Gm4419
2182 Gm15492
2182 Mfsd13b
2182 Pih1d2
2181 Gm57382
2181 A830052D11Rik
2180 Gm42982
2180 Ces5a
2180 Gm34081
2179 4930520O04Rik
2177 Ormdl1
2177 Ppp1r3d
2177 Gng11
2176 Rxfp2
2176 Apex1
2175 Dusp23
2175 Gm57100
2175 Gm44071
2171 Tmem167b
2171 Aass
2169 1700037F03Rik
2168 Egln3
2168 Pygl
2165 Cnmd
2164 Gm13446
2164 AA387883
2163 Cubn
2163 H1f0
2163 Tap2
2163 Slc35g1
2162 Gm43674
2162 Gm16263
2161 Samd9l
2160 Gm34933
2160 Gm56534
2159 A430110L20Rik
2159 Rbm47
2159 Dpy19l2
2159 Gm50455
2158 Myl12a
2156 Zfp319
2155 5830454E08Rik
2155 Rfk
2153 Cfap92
2152 Hyal1
2152 Rptoros
2150 4930414F18Rik
2149 Pemt
2149 Rhpn1
2148 Igfbp2
2147 1110035H17Rik
2147 Pik3ap1
2146 Gm56935
2146 Angptl6
2145 Cplane2
2145 Gm10791
2143 Gm19531
2142 Gm13584
2141 Zfp703
2140 Cd151
2140 D330050I16Rik
2139 Esyt3
2138 Gm14027
2137 Bag3
2137 Chek1
2137 AW551984
2135 BC048559
2134 Cd164l2
2134 Tent5a
2134 Gm41664
2134 Map3k11
2132 7630403G23Rik
2132 Gm48860
2131 Atoh7
2129 A430108G06Rik
2129 Gm46332
2127 Fut2
2127 Dnase2a
2126 Gm49334
2125 Gm14406
2125 Trim43a
2124 Tmem147os
2123 Sco1
2122 Mettl5os
2122 ENSMUSG00000121350
2121 Syne3
2121 Spry4
2120 P3h4
2119 4930558K02Rik
2119 Cdr1
2117 Fbxl14
2117 Gm49915
2115 Shoc1
2113 Gm45025
2112 Ddt
2109 Pgpep1l
2109 Wdr83os
2108 Mybl2
2108 2810454H06Rik
2108 Gm56620
2108 Smim3
2107 Stil
2107 Gm57324
2106 Ciita
2105 Cfap43
2104 Gm28410
2104 Gm43331
2104 Vmn2r56
2101 Gm12153
2098 Card19
2097 Cth
2097 Gm16062
2096 Atp8b5
2096 Exoc8
2096 Nipal4
2095 Gm3587
2094 Gm50100
2093 1700052K11Rik
2092 C030005K15Rik
2091 Gm36992
2091 D030055H07Rik
2091 Trim13
2087 Odad1
2087 A230107N01Rik
2087 Wdr55
2086 Gm52988
2085 Gm15545
2084 Ttpa
2083 Tkfc
2081 Gm13327
2081 Spef1
2081 Efna2
2080 BC035947
2080 Fstl3
2080 Ace
2080 5330416C01Rik
2079 Dlec1
2079 4930588J15Rik
2077 Sft2d2
2076 C530005A16Rik
2076 Gm43166
2076 9630041A04Rik
2076 Nmur2
2076 Gm47484
2076 Nfatc1
2075 Hoga1
2073 Gm43387
2073 Gipr
2073 9130017K11Rik
2073 Gm19303
2073 Gm29417
2072 Gm15461
2072 Spink8
2068 Megf6
2068 Poll
2067 Prss23
2067 Ppl
2066 Rad54b
2066 Ints5
2066 Scd1
2065 Appbp2os
2065 Gm56507
2064 Gm42560
2064 Snhg15
2063 Gm49519
2063 Has2os
2062 Or52b2
2062 0610010K14Rik
2062 Spink13
2061 Gm13872
2061 Ccdc24
2061 Cenpk
2061 Pcdhb11
2060 Steap3
2059 Klhl40
2058 Cd38
2056 Lrrc69
2055 Col4a4
2054 Xlr3b
2052 Banf1
2050 Casq1
2049 2210016F16Rik
2045 Gm13091
2045 Gm15591
2045 Avpi1
2044 1810021B22Rik
2043 Gm20501
2043 H2bc4
2042 Fem1al
2041 Atxn7l1os2
2041 Six4
2038 Gm43378
2038 Arrdc4
2037 Gm48281
2036 Greb1
2036 Nkapl
2035 Dazl
2034 Aox4
2034 Tns2
2033 Gm20515
2033 Cyp2j8
2033 Gm56496
2029 Sf3b4
2029 Prickle4
2028 Rab42
2027 Nkiras2
2026 Mea1
2024 Gm42699
2024 Pold2
2024 Hgh1
2024 Gm9968
2023 Gm48914
2022 Tle6
2022 Kpna2
2022 Bex4
2021 Gadl1
2020 Mfap2
2020 Rab38
2019 Sdsl
2019 Gm56848
2019 Vgll3
2018 Birc3
2018 Gm26903
2015 Adgb
2015 Dnmt3aos
2014 Gm37864
2014 Gm44724
2014 Rgl3
2014 Zfp51
2013 Gm17108
2011 Gm37229
2011 Hk1os
2010 4933421D24Rik
2009 Gm43623
2006 Gm17203
2004 Rnf122
2004 Gzmm
2004 Caskin2
2004 9430014N10Rik
2004 1110020A21Rik
2002 Zfp677
2001 Gm57028
2001 Crhbp
2001 Gm27010
1999 Itga2
1998 Capn3
1998 Nupr1
1998 Bloc1s1
1998 Adam4
1997 Zfp93
1997 Gpr150
1996 Zfp300
1994 Tmem106a
1994 Gm48004
1993 Pcdhga7
1992 Gm28529
1991 Kbtbd7
1991 Cd200r1
1991 Ier3
1990 Pgpep1
1990 Gm56862
1988 Pfkfb1
1987 ENSMUSG00000121346
1986 Gm42056
1986 Gm39456
1985 5330413P13Rik
1985 4930579K19Rik
1985 Gm50323
1983 Gm56975
1983 Gm31592
1983 Gm15601
1982 Gm16582
1981 Gm47557
1980 Smad6
1980 Gm14764
1979 Gm37168
1978 Nhp2
1977 AW495222
1976 Piezo1
1975 Gm43140
1975 Gm40123
1975 Lrrc75b
1975 Prr18
1975 Pdcd2
1974 Gm16740
1974 Mmp28
1974 1700108J01Rik
1973 Or5v1b
1970 Wnt2b
1969 4930486F22Rik
1969 1700003L19Rik
1967 Gnasas1
1966 Acads
1965 Pmf1
1965 Slc13a1
1965 Dipk1c
1964 Bmp8b
1964 Gm44026
1964 Gm46633
1964 Emx2
1963 Psmd10
1962 Ttc12
1961 Gins2
1961 Ovca2
1960 Gm16251
1960 Gm15918
1957 Npy2r
1956 Depdc7
1956 Agt
1955 Gm32743
1955 Kcnh6
1951 Polr1e
1950 Il17rb
1949 Chil5
1949 Gm26608
1948 6530402F18Rik
1948 Nkx2-2
1948 Gm3227
1947 Pdpn
1947 Smyd1
1946 Zfp358
1943 Gm50071
1943 Pabpc5
1942 Gm29994
1942 Gpr34
1940 Zfp114
1940 Crnde
1940 Lncbate1
1939 Urod
1939 Wdfy4
1938 Gm48653
1937 Fsip1
1937 Pm20d2
1936 Tonsl
1936 Olig2
1935 Gm26788
1935 B230206H07Rik
1935 Slc26a6
1935 Myo1f
1934 2210406O10Rik
1934 4932422M17Rik
1934 Ctsc
1932 Col9a2
1931 Gm47815
1931 D930020B18Rik
1931 Mchr1
1929 Ptgs2
1929 Fcor
1928 Ap5s1
1928 Rexo5
1927 Accsl
1926 Esam
1926 Parpbp
1924 Evi2a
1924 Il10rb
1923 Chmp4c
1923 Gsta4
1923 Slc25a29
1922 Rassf4
1921 Abra
1921 Rbp4
1920 Cenpq
1918 Prmt6
1918 Msantd1
1918 Tmem100
1918 Alkal2
1916 Gm49163
1915 Dnah3
1915 Rnf26
1915 Gm29521
1914 Gm29455
1914 Gm56582
1912 Morrbid
1911 Gm13748
1911 Gm45885
1910 Gm35315
1910 Kif23
1910 Capn11
1909 Ndp
1908 Nthl1
1907 Parp14
1906 E230001N04Rik
1905 Fbln1
1904 Lxn
1904 Zfp459
1904 Srf
1903 Eef2kmt
1901 Slc12a1
1900 Gm11250
1900 Cd180
1898 2810461L16Rik
1897 Prorsd1
1895 Dbf4
1895 Gm36457
1893 Gstp1
1892 Eng
1891 Syde1
1891 Gm12324
1891 Pgap3
1890 Gm43581
1890 B930018H19Rik
1890 Ttc32
1890 Nfkbia
1889 Gm13205
1888 D730045B01Rik
1888 Gm56552
1888 Gm31251
1887 Zfp784
1886 Fhod1
1886 Slc35f2
1886 Trim25
1885 Gm43221
1885 Pdlim4
1884 1700022I11Rik
1884 Lrrd1
1884 Dlk1
1883 Rad54l
1880 Stap1
1880 Gm42517
1880 Rdm1
1879 Gm43773
1879 4930447A16Rik
1879 Pcdhb18
1877 Gm20161
1876 Nod1
1876 Marchf9
1875 Dclre1b
1874 E330020D12Rik
1874 Tmem141
1874 Msh4
1873 Mcm6
1873 Onecut1
1873 Gucy2g
1872 Ribc1
1871 Nmral1
1870 Gm49692
1870 Haus4
1869 F420014N23Rik
1869 Gm48371
1868 Gm57198
1868 Gm35842
1867 Carhsp1
1867 Trp63
1865 Csf3r
1865 Phf13
1865 Adra2c
1865 Gm47106
1864 Ush2a
1863 Gm15700
1861 Gm5432
1860 Gm49785
1859 Gm38593
1855 Rpa2
1855 Zfp455
1854 4933427D06Rik
1853 4930471G03Rik
1852 Cyb561d2
1852 Gm47956
1852 Slc25a43
1851 Alkbh4
1851 Gm44698
1850 Thnsl2
1850 Alyref
1850 Gm19951
1850 Pus7l
1848 Rpp25l
1847 Ptges3l
1846 Gm49027
1846 AU020206
1846 Gm26797
1846 Susd2
1846 A630052C17Rik
1845 Gm42788
1845 Epyc
1845 Gm4211
1844 Gm29695
1844 Gen1
1843 Ecel1
1843 Gm33037
1843 Slc4a9
1841 4930426I24Rik
1839 Gm13703
1839 Gm40055
1839 Fbxw15
1839 Cd226
1838 Tnnt2
1837 Gm10605
1837 Gm56765
1836 Pop7
1833 Gm14403
1833 Mansc4
1833 Gm46447
1832 Celsr1
1831 1810014B01Rik
1830 C130074G19Rik
1830 Amacr
1829 Mgme1
1829 Pik3r6
1827 Smg8
1826 Exo5
1826 2010320M18Rik
1825 Gm13389
1824 Borcs6
1823 Serpind1
1822 Gm29571
1822 Timm8a1
1820 Gm56977
1819 Espn
1819 Loxl3
1818 BC028528
1818 Sox1
1816 Irak3
1815 Gm37573
1815 Irf2bp1
1814 Gm13589
1814 Gm33948
1813 Gm28981
1813 Gm36723
1812 Gm16201
1812 Ramp2
1811 Gm31305
1811 Rps27l
1811 BC025920
1810 Mcam
1809 Gm47320
1808 Tmem107
1808 2310067P03Rik
1806 Gm13912
1806 Kiss1r
1805 Gm48250
1804 Gm46563
1803 Lfng
1803 Cyp4v3
1802 Slc39a8
1801 Pex12
1801 Gm30025
1801 Anxa13
1799 Paox
1798 Gm15938
1798 Npff
1798 Fgd2
1797 Irf1
1795 Gm43573
1794 Gm26885
1793 Cstb
1790 Smtn
1789 Ankrd37
1789 Gm47438
1789 Aspg
1788 Pdp2
1788 Sim1
1787 B020031H02Rik
1786 Mxra8
1786 Atcayos
1785 Myocd
1782 Mical1
1782 Zfp54
1780 1810019N24Rik
1780 Smc1b
1779 Gm44699
1779 Gm11670
1779 Osmr
1778 1700064H15Rik
1778 Trim30d
1777 4930519K11Rik
